Date,Product_ID,Store_ID,Daily_Sales,Promotion,Item_A_Quantity,Item_B_Quantity,Item_C_Quantity,Item_A_Price,Item_B_Price,Item_C_Price,Item_A_Sales,Item_B_Sales,Item_C_Sales,Random_Product_Sum,Total_Sum_All_Items
6/2/2023,P001,S01,24,1,0,58,61,23.8,45.37,48.88,0,2631.46,2981.68,161,5613.14
6/3/2023,P001,S01,28,0,0,111,13,49.28,46.08,53.58,0,5114.88,696.54,146,5811.42
6/4/2023,P001,S01,31,0,0,64,68,35.06,34.78,14.68,0,2225.92,998.24,155,3224.16
6/5/2023,P001,S01,21,0,0,105,81,33.56,16.39,41.38,0,1720.95,3351.78,228,5072.73
6/6/2023,P001,S01,30,0,0,101,102,12.47,12.34,7.97,0,1246.34,812.94,241,2059.28
6/7/2023,P001,S01,25,1,1,12,72,44.69,8.99,25.87,44.69,107.88,1862.64,130,2015.21
6/8/2023,P001,S01,30,1,0,57,63,24.24,16.62,31.3,0,947.34,1971.9,139,2919.24
6/9/2023,P001,S01,24,1,0,64,126,12.3,54.32,34.45,0,3476.48,4340.7,230,7817.18
6/10/2023,P001,S01,20,0,0,112,119,5.57,20.56,51.86,0,2302.72,6171.34,246,8474.06
6/11/2023,P001,S01,20,0,1,112,83,30.19,26.42,38.94,30.19,2959.04,3232.02,206,6221.25
6/12/2023,P001,S01,27,0,0,9,116,28.73,13.48,29.58,0,121.32,3431.28,141,3552.6
6/13/2023,P001,S01,28,0,0,107,66,37.37,19.56,45.67,0,2092.92,3014.22,209,5107.14
6/14/2023,P001,S01,23,0,0,72,12,45.06,35,52.58,0,2520,630.96,114,3150.96
6/15/2023,P001,S01,29,0,0,10,129,8.57,39.6,7.08,0,396,913.32,176,1309.32
6/16/2023,P001,S01,20,0,0,113,15,37.92,20.76,54.14,0,2345.88,812.1,153,3157.98
6/17/2023,P001,S01,26,0,0,100,14,13.43,11,10.22,0,1100,143.08,146,1243.08
6/18/2023,P001,S01,21,1,0,98,14,43.62,28.33,45.9,0,2776.34,642.6,141,3418.94
6/19/2023,P001,S01,23,1,0,51,63,41.86,20.18,19.74,0,1029.18,1243.62,161,2272.8
6/20/2023,P001,S01,26,1,0,103,56,29.34,19.42,12.48,0,2000.26,698.88,193,2699.14
6/21/2023,P001,S01,22,0,0,59,18,36.96,57.91,27.55,0,3416.69,495.9,114,3912.59
6/22/2023,P001,S01,24,0,0,44,108,19.15,40.05,37.55,0,1762.2,4055.4,166,5817.6
6/23/2023,P001,S01,30,0,0,56,29,26.2,36.96,24.67,0,2069.76,715.43,115,2785.19
6/24/2023,P001,S01,23,1,0,20,131,41.97,29.62,8.67,0,592.4,1135.77,178,1728.17
6/25/2023,P001,S01,29,0,1,17,70,25.67,30.31,35.37,25.67,515.27,2475.9,103,3016.84
6/26/2023,P001,S01,21,0,0,118,132,21.1,36.13,50.22,0,4263.34,6629.04,288,10892.38
6/27/2023,P001,S01,27,1,0,110,91,27.24,44.21,24.78,0,4863.1,2254.98,229,7118.08
6/28/2023,P001,S01,31,0,0,34,71,42.27,44.51,16.6,0,1513.34,1178.6,147,2691.94
6/29/2023,P001,S01,15,0,1,23,12,20.08,16.93,27.69,20.08,389.39,332.28,46,741.75
6/30/2023,P001,S01,21,0,0,21,22,12.82,34.01,8.37,0,714.21,184.14,55,898.35
7/1/2023,P001,S01,27,0,0,67,129,37.04,29.42,46.2,0,1971.14,5959.8,226,7930.94
7/2/2023,P001,S01,24,0,0,23,134,42.17,53.27,46.49,0,1225.21,6229.66,201,7454.87
7/3/2023,P001,S01,26,0,0,96,98,9.53,40.83,34.81,0,3919.68,3411.38,243,7331.06
7/4/2023,P001,S01,22,0,0,62,82,15.79,35.69,23.3,0,2212.78,1910.6,156,4123.38
7/5/2023,P001,S01,24,0,0,59,77,11.39,14,45.19,0,826,3479.63,170,4305.63
7/6/2023,P001,S01,23,1,0,94,110,20.66,39.49,33.18,0,3712.06,3649.8,251,7361.86
7/7/2023,P001,S01,29,0,1,105,107,25.27,14.09,46.47,25.27,1479.45,4972.29,242,6477.01
7/8/2023,P001,S01,25,0,0,94,20,38.7,25.53,36.94,0,2399.82,738.8,157,3138.62
7/9/2023,P001,S01,25,0,0,66,114,34.3,15.43,44.44,0,1018.38,5066.16,210,6084.54
7/10/2023,P001,S01,22,1,0,27,76,32.94,43.99,35.33,0,1187.73,2685.08,135,3872.81
7/11/2023,P001,S01,21,0,0,13,132,20.86,18.73,26.29,0,243.49,3470.28,160,3713.77
7/12/2023,P001,S01,22,0,0,16,38,42.87,28.38,52.94,0,454.08,2011.72,76,2465.8
7/13/2023,P001,S01,25,1,0,5,146,26.21,54.58,32.51,0,272.9,4746.46,183,5019.36
7/14/2023,P001,S01,21,1,0,62,85,49.06,18.62,35.65,0,1154.44,3030.25,165,4184.69
7/15/2023,P001,S01,24,0,0,5,18,33.54,34.41,16.8,0,172.05,302.4,49,474.45
7/16/2023,P001,S01,31,1,1,115,49,10.68,29.8,36.66,10.68,3427,1796.34,176,5234.02
7/17/2023,P001,S01,26,0,0,38,34,35.43,8.94,34.01,0,339.72,1156.34,100,1496.06
7/18/2023,P001,S01,21,0,0,100,14,19.63,49.22,15.06,0,4922,210.84,142,5132.84
7/19/2023,P001,S01,27,0,1,52,148,35.88,11.59,8.92,35.88,602.68,1320.16,217,1958.72
7/20/2023,P001,S01,21,0,0,93,133,8.13,32.66,35.61,0,3037.38,4736.13,255,7773.51
7/21/2023,P001,S01,14,1,0,108,47,12.87,37.16,43.42,0,4013.28,2040.74,173,6054.02
7/22/2023,P001,S01,18,0,0,113,81,43.51,40.68,31.65,0,4596.84,2563.65,220,7160.49
7/23/2023,P001,S01,14,0,0,5,142,15.22,43.81,17.11,0,219.05,2429.62,183,2648.67
7/24/2023,P001,S01,20,1,0,20,99,42.67,21.17,38.66,0,423.4,3827.34,130,4250.74
7/25/2023,P001,S01,22,1,0,65,46,17.57,8.52,9.93,0,553.8,456.78,156,1010.58
7/26/2023,P001,S01,28,0,0,107,69,33.93,45.62,27.65,0,4881.34,1907.85,204,6789.19
7/27/2023,P001,S01,23,0,0,68,37,36.24,35.85,14,0,2437.8,518,131,2955.8
7/28/2023,P001,S01,21,0,0,67,90,28.07,51.48,15.04,0,3449.16,1353.6,171,4802.76
7/29/2023,P001,S01,25,1,0,73,123,18.74,50.71,15.91,0,3701.83,1956.93,244,5658.76
7/30/2023,P001,S01,12,0,0,26,49,14.57,51.85,24.95,0,1348.1,1222.55,102,2570.65
7/31/2023,P001,S01,22,1,1,97,54,6.49,33.22,8.51,6.49,3222.34,459.54,168,3688.37
8/1/2023,P001,S01,24,0,0,71,71,18.68,25.35,25.49,0,1799.85,1809.79,168,3609.64
8/2/2023,P001,S01,15,0,0,80,102,34.39,49.16,31.07,0,3932.8,3169.14,230,7101.94
8/3/2023,P001,S01,25,0,0,30,124,47.22,31.47,29.68,0,944.1,3680.32,199,4624.42
8/4/2023,P001,S01,22,0,0,20,76,44.2,17.54,24.76,0,350.8,1881.76,145,2232.56
8/5/2023,P001,S01,19,0,1,55,65,39.47,52.46,47.12,39.47,2885.3,3062.8,134,5987.57
8/6/2023,P001,S01,23,1,0,105,49,40.48,53.89,13.12,0,5658.45,642.88,201,6301.33
8/7/2023,P001,S01,29,0,0,90,107,34.92,32.25,30.78,0,2902.5,3293.46,231,6195.96
8/8/2023,P001,S01,21,0,0,61,49,16.71,11.94,9.04,0,728.34,442.96,124,1171.3
8/9/2023,P001,S01,21,1,0,33,100,45.82,28.17,9.49,0,929.61,949,172,1878.61
8/10/2023,P001,S01,18,0,0,82,42,35.18,49.78,34.12,0,4081.96,1433.04,145,5515
8/11/2023,P001,S01,17,1,1,96,15,30.22,54.89,33.73,30.22,5269.44,505.95,125,5805.61
8/12/2023,P001,S01,23,0,0,73,89,9.99,18.58,49.02,0,1356.34,4362.78,195,5719.12
8/13/2023,P001,S01,16,0,0,51,101,25.12,11.48,33.34,0,585.48,3367.34,190,3952.82
8/14/2023,P001,S01,20,0,0,117,106,25.72,53.62,53.03,0,6273.54,5621.18,241,11894.72
8/15/2023,P001,S01,18,0,0,98,68,43.91,28.25,8.39,0,2768.5,570.52,179,3339.02
8/16/2023,P001,S01,21,1,0,114,68,29.6,36.17,10.8,0,4123.38,734.4,215,4857.78
8/17/2023,P001,S01,21,0,0,66,57,22.12,58.34,8.16,0,3850.44,465.12,146,4315.56
8/18/2023,P001,S01,24,0,0,73,22,48.96,11.46,15.08,0,836.58,331.76,109,1168.34
8/19/2023,P001,S01,17,0,0,80,116,9.98,41.71,32.52,0,3336.8,3772.32,223,7109.12
8/20/2023,P001,S01,18,0,0,20,54,24.01,11.85,37.63,0,237,2032.02,102,2269.02
8/21/2023,P001,S01,15,1,0,94,98,6.89,27.52,8.23,0,2586.88,806.54,213,3393.42
8/22/2023,P001,S01,17,0,0,94,109,38.3,49.8,52.35,0,4681.2,5706.15,230,10387.35
8/23/2023,P001,S01,21,0,0,52,16,46.31,30.54,47.27,0,1588.08,756.32,94,2344.4
8/24/2023,P001,S01,22,1,0,89,142,17.6,59.85,20.53,0,5326.65,2915.26,270,8241.91
8/25/2023,P001,S01,15,0,0,43,54,43.63,37.07,9.78,0,1594.01,528.12,130,2122.13
8/26/2023,P001,S01,22,1,0,104,67,18.15,24.7,14.32,0,2568.8,959.44,191,3528.24
8/27/2023,P001,S01,24,0,0,37,40,45.98,19.45,12.22,0,719.65,488.8,121,1208.45
8/28/2023,P001,S01,20,0,0,98,32,38.93,26.23,12.04,0,2570.54,385.28,162,2955.82
8/29/2023,P001,S01,26,0,0,105,147,41.22,27.37,31.41,0,2873.85,4617.27,278,7491.12
8/30/2023,P001,S01,15,1,0,27,116,5.81,11.57,18.05,0,312.39,2093.8,153,2406.19
8/31/2023,P001,S01,13,1,0,14,48,48.33,27.22,23.55,0,381.08,1130.4,86,1511.48
9/1/2023,P001,S01,11,0,0,73,91,37.7,32.14,54.49,0,2346.22,4958.59,205,7304.81
9/2/2023,P001,S01,24,0,0,104,109,18.71,45.58,39.53,0,4740.32,4308.77,231,9049.09
9/3/2023,P001,S01,21,0,0,38,11,42.32,42.15,52.5,0,1601.7,577.5,73,2179.2
9/4/2023,P001,S01,18,0,0,56,86,17.67,44.86,12.99,0,2512.16,1117.14,179,3629.3
9/5/2023,P001,S01,19,0,0,99,21,44.27,8.43,24.72,0,834.57,519.12,153,1353.69
9/6/2023,P001,S01,14,1,1,14,48,10.07,19.32,33.18,10.07,270.48,1592.64,107,1873.19
9/7/2023,P001,S01,28,0,0,23,22,36.67,42.41,9.76,0,975.43,214.72,76,1190.15
9/8/2023,P001,S01,19,0,0,62,55,29.33,33.17,6.21,0,2056.54,341.55,153,2398.09
9/9/2023,P001,S01,18,0,0,100,122,9.34,8.28,38.85,0,828,4739.7,250,5567.7
9/10/2023,P001,S01,21,0,1,5,26,15.89,49.83,37.45,15.89,249.15,973.7,53,1238.74
9/11/2023,P001,S01,20,0,0,73,113,5.56,48.19,26.13,0,3517.87,2952.69,215,6470.56
9/12/2023,P001,S01,19,0,0,113,107,26.09,36.52,29.99,0,4126.76,3208.93,230,7335.69
9/13/2023,P001,S01,15,1,0,8,97,18.56,11.46,26.36,0,91.68,2556.92,135,2648.6
9/14/2023,P001,S01,20,0,0,20,118,31.93,47.86,7.18,0,957.2,847.24,148,1804.44
9/15/2023,P001,S01,25,0,0,28,79,18.38,38.35,22.43,0,1073.8,1771.97,126,2845.77
9/16/2023,P001,S01,23,0,0,84,83,18.5,48.66,14.68,0,4087.44,1218.44,208,5305.88
9/17/2023,P001,S01,24,1,0,6,72,38.44,47.09,10.82,0,282.54,779.04,126,1061.58
9/18/2023,P001,S01,16,1,0,117,69,7.17,49.76,52.88,0,5821.92,3648.72,217,9470.64
9/19/2023,P001,S01,14,0,1,96,88,45.63,34.94,35.37,45.63,3354.24,3112.56,212,6512.43
9/20/2023,P001,S01,17,1,0,36,46,43.35,15.3,41.7,0,550.8,1918.2,123,2469
9/21/2023,P001,S01,18,0,0,95,31,35.05,42.9,21.45,0,4075.5,664.95,162,4740.45
9/22/2023,P001,S01,22,0,0,88,105,31.69,40.26,25.26,0,3542.88,2652.3,230,6195.18
9/23/2023,P001,S01,11,0,0,28,77,45.15,46.6,17.61,0,1304.8,1355.97,132,2660.77
9/24/2023,P001,S01,24,0,0,16,26,13.34,16.83,10.75,0,269.28,279.5,90,548.78
9/25/2023,P001,S01,17,0,0,54,21,8.55,18.14,14.77,0,979.56,310.17,113,1289.73
9/26/2023,P001,S01,16,1,0,39,147,15.78,54.3,45.08,0,2117.7,6626.76,213,8744.46
9/27/2023,P001,S01,13,1,0,37,127,40.76,47,39.2,0,1739,4978.4,181,6717.4
9/28/2023,P001,S01,11,0,0,37,31,6.56,55.23,32.8,0,2043.51,1016.8,108,3060.31
9/29/2023,P001,S01,21,0,0,65,129,31.23,47.45,29.28,0,3084.25,3777.12,237,6861.37
9/30/2023,P001,S01,18,0,0,55,59,49.79,39.05,51.2,0,2147.75,3020.8,130,5168.55
10/1/2023,P001,S01,12,0,0,47,23,43.51,42.01,9.56,0,1974.47,219.88,115,2194.35
10/2/2023,P001,S01,12,0,0,105,38,28.47,54.23,19.75,0,5694.15,750.5,170,6444.65
10/3/2023,P001,S01,16,0,0,16,134,7.86,38.1,23.15,0,609.6,3102.1,197,3711.7
10/4/2023,P001,S01,24,0,1,71,16,42.41,40.88,44.34,42.41,2902.48,709.44,106,3654.33
10/5/2023,P001,S01,16,1,0,69,38,31.95,16.14,54.63,0,1113.66,2075.94,125,3189.6
10/6/2023,P001,S01,12,0,0,37,148,10.17,32.64,17.79,0,1207.68,2632.92,202,3840.6
10/7/2023,P001,S01,17,0,0,44,42,9.22,45.25,48.84,0,1991,2051.28,130,4042.28
10/8/2023,P001,S01,16,1,0,78,143,45.93,22.09,46.7,0,1723.02,6678.1,248,8401.12
10/9/2023,P001,S01,7,0,0,47,120,35.11,18.52,17.01,0,870.44,2041.2,181,2911.64
10/10/2023,P001,S01,17,0,0,48,88,42.32,24.32,25.57,0,1167.36,2250.16,159,3417.52
10/11/2023,P001,S01,17,0,0,33,67,44.55,20.56,26.07,0,678.48,1746.69,137,2425.17
10/12/2023,P001,S01,20,0,0,17,35,30.73,19.18,53.93,0,326.06,1887.55,91,2213.61
10/13/2023,P001,S01,25,1,0,16,38,28.29,30.09,14.86,0,481.44,564.68,67,1046.12
10/14/2023,P001,S01,22,0,1,99,13,24.37,55.21,45.16,24.37,5465.79,587.08,161,6077.24
10/15/2023,P001,S01,17,0,0,50,108,19.26,34.37,22.38,0,1718.5,2417.04,187,4135.54
10/16/2023,P001,S01,13,1,0,6,48,24.56,17.77,41.81,0,106.62,2006.88,88,2113.5
10/17/2023,P001,S01,28,1,0,119,24,39.82,12,26.58,0,1428,637.92,180,2065.92
10/18/2023,P001,S01,18,1,0,118,128,32.09,44.2,34.34,0,5215.6,4395.52,267,9611.12
10/19/2023,P001,S01,18,0,0,39,38,45.16,27.91,46.8,0,1088.49,1778.4,88,2866.89
10/20/2023,P001,S01,18,0,0,91,84,24.95,50.74,45.4,0,4617.34,3813.6,198,8430.94
10/21/2023,P001,S01,19,1,0,85,125,32.32,42.29,48.45,0,3594.65,6056.25,241,9650.9
10/22/2023,P001,S01,17,1,0,94,41,33.41,49.4,8.92,0,4643.6,365.72,175,5009.32
10/23/2023,P001,S01,16,0,0,12,139,31.63,22.14,39.91,0,265.68,5547.49,183,5813.17
10/24/2023,P001,S01,16,0,0,97,93,36.62,44,12.86,0,4268,1195.98,219,5463.98
10/25/2023,P001,S01,18,0,0,30,31,15.68,21.73,26.38,0,651.9,817.78,108,1469.68
10/26/2023,P001,S01,16,1,0,78,36,28.06,56.83,32.88,0,4432.74,1183.68,127,5616.42
10/27/2023,P001,S01,15,0,0,94,90,9.69,41.09,25.73,0,3862.46,2315.7,208,6178.16
10/28/2023,P001,S01,19,0,0,38,135,22.3,24.87,31.46,0,945.06,4247.1,206,5192.16
10/29/2023,P001,S01,17,0,0,119,101,26.95,22.01,54.83,0,2619.19,5537.83,254,8157.02
10/30/2023,P001,S01,24,0,0,109,30,34.35,17.93,12.63,0,1954.37,378.9,149,2333.27
10/31/2023,P001,S01,8,1,0,11,56,47.77,44.12,39.1,0,485.32,2189.6,83,2674.92
11/1/2023,P001,S01,23,0,0,72,110,32.03,19.37,25.4,0,1394.64,2794,222,4188.64
11/2/2023,P001,S01,24,1,0,62,93,38.46,38.96,12.52,0,2415.52,1164.36,176,3579.88
11/3/2023,P001,S01,10,1,0,118,15,27.78,21.76,13.78,0,2567.68,206.7,147,2774.38
11/4/2023,P001,S01,17,0,0,113,140,33.53,42.42,52.51,0,4793.46,7351.4,300,12144.86
11/5/2023,P001,S01,17,0,0,79,10,8.19,50.38,49.1,0,3980.02,491,110,4471.02
11/6/2023,P001,S01,13,0,0,33,67,16.45,48.46,50.45,0,1599.18,3380.15,148,4979.33
11/7/2023,P001,S01,16,1,0,40,133,21.28,47.56,54.59,0,1902.4,7260.47,200,9162.87
11/8/2023,P001,S01,15,0,1,93,24,26.26,17.76,16.21,26.26,1651.68,389.04,129,2066.98
11/9/2023,P001,S01,26,0,1,25,73,7.05,12.6,23.42,7.05,315,1709.66,118,2031.71
11/10/2023,P001,S01,23,1,0,40,34,11.3,44.35,38.79,0,1774,1318.86,98,3092.86
11/11/2023,P001,S01,24,0,0,14,33,17.46,27.15,29.71,0,380.1,980.43,86,1360.53
11/12/2023,P001,S01,22,1,0,105,21,48.72,30.48,26.5,0,3200.4,556.5,152,3756.9
11/13/2023,P001,S01,15,0,1,77,27,19.91,9.62,23.53,19.91,740.74,635.31,118,1395.96
11/14/2023,P001,S01,17,0,0,28,24,26.69,21.5,35.1,0,602,842.4,68,1444.4
11/15/2023,P001,S01,21,0,0,68,36,13.82,9.75,34.2,0,663,1231.2,144,1894.2
11/16/2023,P001,S01,15,1,0,103,81,32.49,53.72,13.91,0,5533.16,1126.71,232,6659.87
11/17/2023,P001,S01,23,0,0,53,69,17.63,20.66,29.12,0,1094.98,2009.28,165,3104.26
11/18/2023,P001,S01,19,1,0,103,102,14.31,36.98,33.12,0,3808.94,3378.24,220,7187.18
11/19/2023,P001,S01,18,1,0,116,62,28.25,10.03,33.94,0,1163.48,2104.28,225,3267.76
11/20/2023,P001,S01,23,0,0,40,17,5.25,42.68,16.3,0,1707.2,277.1,100,1984.3
11/21/2023,P001,S01,22,1,0,86,88,5.34,24.8,42.37,0,2132.8,3728.56,198,5861.36
11/22/2023,P001,S01,19,0,0,117,36,14.86,54.69,7.23,0,6398.73,260.28,176,6659.01
11/23/2023,P001,S01,25,0,0,107,59,6.65,54.18,23.39,0,5797.26,1380.01,181,7177.27
11/24/2023,P001,S01,16,0,0,100,140,9.86,24.92,44.23,0,2492,6192.2,286,8684.2
11/25/2023,P001,S01,23,1,0,28,102,20.25,54.85,33.63,0,1535.8,3430.26,171,4966.06
11/26/2023,P001,S01,23,0,0,27,33,41.12,59.8,18.8,0,1614.6,620.4,72,2235
11/27/2023,P001,S01,19,0,0,66,69,30.74,50.92,40.05,0,3360.72,2763.45,147,6124.17
11/28/2023,P001,S01,22,0,0,100,131,28.07,51.93,33.8,0,5193,4427.8,262,9620.8
11/29/2023,P001,S01,16,0,0,41,140,18.21,20.95,45.02,0,858.95,6302.8,212,7161.75
11/30/2023,P001,S01,25,0,0,16,55,46.93,37.99,42.02,0,607.84,2311.1,90,2918.94
12/1/2023,P001,S01,20,1,0,117,24,22.87,11.5,35.9,0,1345.5,861.6,153,2207.1
12/2/2023,P001,S01,19,1,0,59,26,8.92,12.94,29.92,0,763.46,777.92,106,1541.38
12/3/2023,P001,S01,25,0,0,17,135,32.77,59.94,12.53,0,1018.98,1691.55,190,2710.53
12/4/2023,P001,S01,19,1,0,27,93,10.12,24.99,18.81,0,674.73,1749.33,146,2424.06
12/5/2023,P001,S01,16,0,0,93,18,20.54,46.91,26.54,0,4362.63,477.72,127,4840.35
12/6/2023,P001,S01,15,1,0,103,72,27.83,49.95,35.37,0,5144.85,2546.64,197,7691.49
12/7/2023,P001,S01,24,0,0,109,126,44.34,52.62,31.17,0,5735.58,3927.42,246,9663
12/8/2023,P001,S01,17,0,0,34,139,27.21,59.88,20.12,0,2035.92,2796.68,186,4832.6
12/9/2023,P001,S01,29,0,0,21,97,36.6,20.56,6.32,0,431.76,613.04,137,1044.8
12/10/2023,P001,S01,14,1,0,117,81,49.68,10.1,30.32,0,1181.7,2455.92,246,3637.62
12/11/2023,P001,S01,29,0,0,66,148,10.92,29.38,20,0,1939.08,2960,247,4899.08
12/12/2023,P001,S01,23,0,0,88,73,17.36,14.76,42,0,1298.88,3066,187,4364.88
12/13/2023,P001,S01,22,0,0,116,81,22.76,9.17,7.17,0,1063.72,580.77,212,1644.49
12/14/2023,P001,S01,20,0,0,93,30,23.98,26.74,34.66,0,2486.82,1039.8,151,3526.62
12/15/2023,P001,S01,24,0,0,90,27,23.5,48.75,52.13,0,4387.5,1407.51,131,5795.01
12/16/2023,P001,S01,23,1,0,17,73,45.84,37.44,14.55,0,636.48,1062.15,131,1698.63
12/17/2023,P001,S01,27,1,0,63,91,37.13,24.26,29.11,0,1528.38,2649.01,173,4177.39
12/18/2023,P001,S01,23,0,0,23,119,32.36,42.03,10.48,0,966.69,1247.12,160,2213.81
12/19/2023,P001,S01,24,1,0,53,104,18.92,20.06,36.66,0,1063.18,3812.64,193,4875.82
12/20/2023,P001,S01,22,0,0,104,41,42.07,8.75,32.98,0,910,1352.18,167,2262.18
12/21/2023,P001,S01,23,1,0,16,20,47.98,47.75,25.96,0,764,519.2,64,1283.2
12/22/2023,P001,S01,25,1,0,65,54,41.95,40.43,31.55,0,2627.95,1703.7,149,4331.65
12/23/2023,P001,S01,17,0,0,109,42,5.07,47.64,49.93,0,5192.76,2097.06,184,7289.82
12/24/2023,P001,S01,18,1,1,23,111,33.64,10.02,15.62,33.64,230.46,1733.82,182,1997.92
12/25/2023,P001,S01,27,0,0,80,145,7.3,51.53,7.11,0,4122.4,1030.95,238,5153.35
12/26/2023,P001,S01,25,0,0,13,20,16.59,40.22,48.22,0,522.86,964.4,66,1487.26
12/27/2023,P001,S01,23,1,0,75,97,7.68,37.3,34.28,0,2797.5,3325.16,216,6122.66
12/28/2023,P001,S01,24,0,0,32,50,32.17,40.48,49.64,0,1295.36,2482,94,3777.36
12/29/2023,P001,S01,26,0,0,82,85,35.9,52.95,35.25,0,4341.9,2996.25,180,7338.15
12/30/2023,P001,S01,22,0,0,99,130,10.15,38.52,45.7,0,3813.48,5941,275,9754.48
12/31/2023,P001,S01,21,1,0,56,55,22.27,38.21,27.05,0,2139.76,1487.75,160,3627.51
1/1/2024,P001,S01,25,0,0,87,89,25.53,59.52,42.74,0,5178.24,3803.86,220,8982.1
1/2/2024,P001,S01,21,0,0,115,63,21.61,47.35,50.74,0,5445.25,3196.62,218,8641.87
1/3/2024,P001,S01,26,1,0,20,95,10.45,31,34.03,0,620,3232.85,149,3852.85
1/4/2024,P001,S01,18,1,0,73,101,23.85,44.78,14.86,0,3268.94,1500.86,223,4769.8
1/5/2024,P001,S01,29,0,0,103,106,38.8,28.24,19.17,0,2908.72,2032.02,231,4940.74
1/6/2024,P001,S01,27,0,0,16,11,8.2,19.9,15.73,0,318.4,173.03,40,491.43
1/7/2024,P001,S01,26,0,0,29,42,8.61,39.04,18.1,0,1132.16,760.2,94,1892.36
1/8/2024,P001,S01,29,0,0,56,86,20.96,56.27,21.01,0,3151.12,1806.86,164,4957.98
1/9/2024,P001,S01,32,0,0,89,125,47.38,56.32,33.2,0,5012.48,4150,250,9162.48
1/10/2024,P001,S01,30,1,0,104,112,35.09,25.78,34.81,0,2681.12,3898.72,231,6579.84
1/11/2024,P001,S01,18,0,0,57,112,35.54,35.44,26.9,0,2020.08,3012.8,195,5032.88
1/12/2024,P001,S01,21,0,0,27,99,21.29,19.01,36.16,0,513.27,3579.84,171,4093.11
1/13/2024,P001,S01,24,0,0,20,131,31.71,59.77,10,0,1195.4,1310,200,2505.4
1/14/2024,P001,S01,26,1,0,61,115,5.46,59.02,10.3,0,3600.22,1184.5,220,4784.72
1/15/2024,P001,S01,28,0,0,43,128,33.62,41.77,14.42,0,1796.11,1845.76,197,3641.87
1/16/2024,P001,S01,24,1,0,113,58,46.1,49.83,31.39,0,5630.79,1820.62,182,7451.41
1/17/2024,P001,S01,27,0,0,57,113,32.57,45.19,16.49,0,2575.83,1863.37,192,4439.2
1/18/2024,P001,S01,24,0,0,46,70,44.32,38.84,19.88,0,1786.64,1391.6,127,3178.24
1/19/2024,P001,S01,24,0,0,62,132,37.58,10.77,25.62,0,667.74,3381.84,231,4049.58
1/20/2024,P001,S01,21,0,0,43,143,10.43,31.65,45.78,0,1360.95,6546.54,221,7907.49
1/21/2024,P001,S01,23,0,0,18,18,45.61,43.09,6.68,0,775.62,120.24,67,895.86
1/22/2024,P001,S01,22,0,0,99,15,7.99,43.23,37.82,0,4279.77,567.3,126,4847.07
1/23/2024,P001,S01,23,0,0,9,82,29.03,27.4,38.77,0,246.6,3179.14,135,3425.74
1/24/2024,P001,S01,32,1,0,39,112,11.4,56.97,45.13,0,2221.83,5054.56,172,7276.39
1/25/2024,P001,S01,24,0,0,91,50,5.53,16.7,51.7,0,1519.7,2585,174,4104.7
1/26/2024,P001,S01,38,1,0,97,123,23.99,34.02,6.99,0,3299.94,859.77,234,4159.71
1/27/2024,P001,S01,30,0,0,111,17,18.28,43.93,13.54,0,4876.23,230.18,157,5106.41
1/28/2024,P001,S01,28,0,0,79,81,26.87,44.25,49.42,0,3495.75,4003.02,208,7498.77
1/29/2024,P001,S01,24,0,0,22,101,30.97,41.73,28.47,0,918.06,2875.47,171,3793.53
1/30/2024,P001,S01,31,0,0,115,71,6.97,22.31,33.66,0,2565.65,2389.86,208,4955.51
1/31/2024,P001,S01,26,0,0,80,93,10.54,16.12,38.49,0,1289.6,3579.57,194,4869.17
2/1/2024,P001,S01,29,0,0,13,71,30.14,41.07,39.27,0,533.91,2788.17,106,3322.08
2/2/2024,P001,S01,39,0,0,78,120,20.44,39.16,51.66,0,3054.48,6199.2,217,9253.68
2/3/2024,P001,S01,28,0,0,62,136,37.81,17.33,54.85,0,1074.46,7459.6,240,8534.06
2/4/2024,P001,S01,33,0,0,112,16,34.35,44.67,41.29,0,5003.04,660.64,177,5663.68
2/5/2024,P001,S01,26,1,0,21,93,43.05,31.67,20.07,0,665.07,1866.51,139,2531.58
2/6/2024,P001,S01,29,1,0,106,141,36.16,42.72,49.11,0,4528.32,6924.51,291,11452.83
2/7/2024,P001,S01,36,1,0,11,143,24.35,51.54,8.41,0,566.94,1202.63,166,1769.57
2/8/2024,P001,S01,26,1,0,50,67,35.28,16.83,17.32,0,841.5,1160.44,131,2001.94
2/9/2024,P001,S01,36,0,0,17,31,17.39,9,49.97,0,153,1549.07,83,1702.07
2/10/2024,P001,S01,32,0,0,44,136,18.78,48.51,18.55,0,2134.44,2522.8,200,4657.24
2/11/2024,P001,S01,27,1,0,46,12,40.5,39.7,16.81,0,1826.2,201.72,74,2027.92
2/12/2024,P001,S01,32,0,0,13,136,25.09,44.38,12.77,0,576.94,1736.72,168,2313.66
2/13/2024,P001,S01,33,0,1,54,50,40.93,51.58,48.1,40.93,2785.32,2405,148,5231.25
2/14/2024,P001,S01,32,0,0,31,115,42.01,49.75,30.5,0,1542.25,3507.5,158,5049.75
2/15/2024,P001,S01,23,0,0,70,23,43.59,57.97,39.07,0,4057.9,898.61,110,4956.51
2/16/2024,P001,S01,27,0,0,9,21,46.25,35.87,17.71,0,322.83,371.91,70,694.74
2/17/2024,P001,S01,29,1,0,33,96,24.39,33.4,43.14,0,1102.2,4141.44,149,5243.64
